golden_id,record_id,conversation_state,intent,escalate,label_confidence,rationale,model,codebook_version,max_tokens,temperature,request_timeout_s
G183,558076,new_issue,purchases_billing_orders,yes,high,"The customer is requesting a refund for an unexpected charge, which falls under purchases_billing_orders.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G184,570250,new_issue,support_process_complaint,yes,high,"The customer is expressing strong anger and using profanity regarding their experience with the brand, which falls under support process complaint.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G185,2966722,issue_followup,hardware_devices,no,high,The customer is following up on the ongoing hardware issue by discussing a potential cause (HDD) suggested by another user.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G186,2380148,new_issue,entitlements_subscriptions_codes,yes,high,"The customer redeemed a Gold code that shows as active but the features are not working, requiring account-specific investigation.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G187,2916138,new_issue,account_access_profile,yes,high,"The customer mentions a potential account hack, which triggers the account_compromised risk rule.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G188,2629352,issue_followup,connectivity_xbox_live,yes,high,The customer is following up on the connectivity issue and states that the suggested troubleshooting steps have already failed.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G189,2955643,new_issue,purchases_billing_orders,yes,high,"The customer is inquiring about an order shipment delay and mentions being charged, which is a purchases and billing issue.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G191,2799590,new_issue,connectivity_xbox_live,no,high,"The customer is reporting 'services are down' messages, which falls under connectivity and Xbox Live service issues.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G192,552410,issue_followup,product_info_feedback,no,high,"The customer is reporting back that they have followed the suggestion to vote for the game's compatibility, continuing the previous topic.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G193,863740,new_issue,software_game_app,no,high,The customer is reporting a functional issue (buffering) with a specific app (ESPN).,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G194,1327675,social_offtopic,,no,high,The message is sarcastic banter/commentary and does not contain a specific support request or issue.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G195,863734,new_issue,hardware_devices,yes,high,"The customer reports a hardware failure and asks about the repair process, having already tried other support channels.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G196,2926577,new_issue,hardware_devices,no,high,"The user is reporting an issue configuring an Xbox Elite controller, which falls under the hardware_devices intent.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G197,2856893,issue_followup,hardware_devices,yes,high,The customer is reporting a new error code for the same hardware issue after previously stating factory settings failed.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G198,62014,issue_followup,hardware_devices,no,high,The customer is providing more details about their setup to address the ongoing overheating issue.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G199,121828,new_issue,product_info_feedback,no,high,The customer is asking a question regarding product availability in India.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G004,2737529,new_issue,support_process_complaint,yes,high,The customer is complaining about a lack of support follow-up (high risk) regarding a compromised account (SECURITY risk).,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G016,863781,issue_followup,entitlements_subscriptions_codes,yes,high,The customer confirms their identity and continues the follow-up regarding a missing EA Access membership that requires an account-specific lookup.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G018,2972564,new_issue,support_process_complaint,yes,high,The customer is complaining about a previous support experience and threatening to switch to a competitor.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G019,521452,new_issue,hardware_devices,no,high,The customer reports a failure to pair their controller and asks for how-to instructions.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G028,54429,new_issue,support_process_complaint,yes,high,"The customer is complaining about the lack of response from support, which is a new issue (support process complaint) despite being related to the previous hardware thread.",gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G032,2747533,new_issue,product_info_feedback,no,high,"The user expresses a negative opinion about the Xbox One, which is categorized as product_info_feedback per rule S2.",gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G051,2654345,new_issue,account_access_profile,yes,high,"The user reports a locked account, which is an account access issue requiring account-specific assistance.",gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G066,2740175,new_issue,product_info_feedback,no,high,The customer is asking a how-to and availability question regarding Xbox Live Gold in their region.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G106,565151,new_issue,support_process_complaint,yes,high,The message contains both a hacked account report and a support complaint; support_process_complaint is the primary intent per T0 due to higher default risk.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G110,2581231,new_issue,account_access_profile,yes,high,"The user is reporting a failure with their profile data (gamerpic), which requires account-specific investigation.",gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G116,2903902,issue_followup,product_info_feedback,no,high,The customer is following up on their original how-to question by stating the suggested UI element is not visible.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G127,1613671,issue_followup,enforcement_safety,no,high,"The customer is following up on their previous report regarding a player's name, demanding that it be banned.",gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G133,449726,new_issue,entitlements_subscriptions_codes,yes,high,"The customer is reporting that a previous purchase is not being recognized on a new console, which requires an account-specific entitlement check.",gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G141,519493,new_issue,support_process_complaint,yes,high,The customer is expressing strong anger and threatening to spam the brand regarding an unspecified support issue.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G145,2757877,new_issue,support_process_complaint,yes,high,The customer complains about a support call and requests a refund; support_process_complaint is selected as the primary intent per the T0 tie-break rule.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G147,2910537,issue_followup,software_game_app,yes,high,The customer is following up to state they have already tried the suggested troubleshooting steps.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G152,263026,issue_followup,account_access_profile,no,high,The customer is translating their previous report about a sign-in issue to continue the conversation in English as requested.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G156,705454,new_issue,support_process_complaint,yes,high,The user asks about support availability and a ban appeal; the support process issue is the primary intent due to higher default risk.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G159,176183,new_issue,connectivity_xbox_live,yes,high,"The user reports lagging and that reinstalling the game is only a temporary fix, indicating troubleshooting steps have failed.",gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G170,456364,new_issue,hardware_devices,no,high,"The customer is reporting a recurring issue with their disc drive, which is a hardware problem.",gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G181,2866233,new_issue,product_info_feedback,no,high,The customer provides feedback and a suggestion regarding the removal of the Kinect QR code feature.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G190,2667877,new_issue,product_info_feedback,no,high,The customer is asking a policy question about whether refunds will be provided for a game shutdown.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G200,2916143,new_issue,hardware_devices,no,high,The customer reports a hardware failure (power supply) which is a new support issue.,gemini/gemma-4-26b-a4b-it,v1,4096,0.0,120
G054,2896387,new_issue,connectivity_xbox_live,no,high,The customer is reporting unstable wifi connectivity on their console and using profanity to express frustration.,gemini/gemma-4-26b-a4b-it,v1,8192,0.0,120
G060,2875118,new_issue,account_access_profile,yes,high,"The customer reports their account was hacked and used to make unauthorized purchases, which triggers the account_compromised risk rule.",gemini/gemma-4-26b-a4b-it,v1,8192,0.0,120
G105,522278,new_issue,entitlements_subscriptions_codes,yes,high,The user reports missing content and account sign-out issues; the first mentioned issue (missing content) is the primary intent per T0.,gemini/gemma-4-26b-a4b-it,v1,8192,0.0,120
G107,101461,new_issue,support_process_complaint,yes,high,"The customer is complaining about the lack of response to their previous message, which falls under support_process_complaint per T9.",gemini/gemma-4-26b-a4b-it,v1,8192,0.0,120
G113,2849578,new_issue,support_process_complaint,yes,high,The customer's complaint about support (high risk) takes precedence over the billing issue (medium risk) per T0.,gemini/gemma-4-26b-a4b-it,v1,8192,0.0,120
G119,183230,new_issue,hardware_devices,yes,high,The customer reports a broken physical disc and expresses frustration with bundle-only purchase options using profanity.,gemini/gemma-4-26b-a4b-it,v1,16384,0.0,600
